City,Customer type,Gender,Product line,Unit price,Total,payment,,filter,filter by city,filter by customer,filter by gender,filter by product line,filter by payment,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,61.77,324.2925,Cash,,,Naypyitaw,Member,Male,Fashion accessories,99.82,943.299,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,21.52,135.576,Credit card,,,Naypyitaw,Member,Male,Electronic accessories,84.25,176.925,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,97.74,410.508,Ewallet,,,Naypyitaw,Member,Male,Home and lifestyle,35.81,188.0025,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,99.78,523.845,Cash,,,Naypyitaw,Member,Female,Food and beverages,21.04,88.368,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Food and beverages,94.26,395.892,Cash,,,Naypyitaw,Member,Male,Food and beverages,50.49,477.1305,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,51.13,214.746,Credit card,,,Naypyitaw,Normal,Female,Home and lifestyle,15.8,165.9,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,36.36,152.712,Cash,,,Naypyitaw,Member,Male,Fashion accessories,91.98,96.579,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Home and lifestyle,22.02,208.089,Cash,,,Naypyitaw,Member,Male,Electronic accessories,96.82,304.983,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Food and beverages,32.9,103.635,Credit card,,,Naypyitaw,Normal,Male,Fashion accessories,86.13,180.873,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Fashion accessories,77.02,404.355,Cash,,,Naypyitaw,Member,Male,Food and beverages,59.59,250.278,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,23.48,49.308,Credit card,,,Naypyitaw,Normal,Male,Health and beauty,99.96,734.706,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,14.7,77.175,Ewallet,,,Naypyitaw,Normal,Male,Electronic accessories,96.37,708.3195,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Electronic accessories,28.45,149.3625,Credit card,,,Naypyitaw,Member,Male,Electronic accessories,82.34,864.57,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Fashion accessories,76.4,721.98,Ewallet,,,Naypyitaw,Member,Female,Electronic accessories,60.95,63.9975,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,57.95,365.085,Cash,,,Naypyitaw,Normal,Male,Health and beauty,40.35,42.3675,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,47.65,150.0975,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,42.82,404.649,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Electronic accessories,48.09,151.4835,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,55.97,411.3795,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,76.9,565.215,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,97.03,509.4075,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,44.65,140.6475,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,77.93,736.4385,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,71.95,75.5475,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,89.25,749.7,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Electronic accessories,26.02,191.247,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,13.5,141.75,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,99.3,1042.65,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Electronic accessories,51.69,379.9215,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,54.73,402.2655,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Home and lifestyle,27,255.15,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,30.24,31.752,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,89.14,374.388,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,37.55,394.275,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,95.44,1002.12,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,27.5,86.625,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,74.97,78.7185,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,80.96,680.064,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,94.47,793.548,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,99.79,209.559,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,73.22,461.286,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,41.24,173.208,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,81.68,343.056,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,51.32,484.974,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Home and lifestyle,65.94,276.948,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,14.36,150.78,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,21.5,203.175,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Electronic accessories,26.26,193.011,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,60.96,128.016,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Home and lifestyle,70.11,441.693,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Fashion accessories,42.08,265.104,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Home and lifestyle,67.09,352.2225,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Fashion accessories,96.7,507.675,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Home and lifestyle,35.38,334.341,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Sports and travel,95.49,701.8515,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Fashion accessories,96.98,407.316,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Electronic accessories,23.65,99.33,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Sports and travel,82.33,345.786,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,26.61,55.881,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Food and beverages,99.69,523.3725,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,74.89,314.538,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,40.94,214.935,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,75.82,79.611,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,46.77,294.651,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Health and beauty,32.32,339.36,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,54.07,510.9615,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Food and beverages,18.22,133.917,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,80.48,253.512,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,37.95,398.475,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,76.82,80.661,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,52.26,548.73,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Health and beauty,79.74,83.727,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Health and beauty,77.5,406.875,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,54.27,284.9175,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Home and lifestyle,13.59,128.4255,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,41.06,258.678,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Electronic accessories,19.24,181.818,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,39.43,248.409,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Home and lifestyle,46.22,194.124,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Home and lifestyle,13.98,14.679,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,39.75,208.6875,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,97.79,718.7565,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Sports and travel,67.26,282.492,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Food and beverages,13.79,72.3975,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,68.71,288.582,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Home and lifestyle,56.53,237.426,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,23.82,125.055,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,34.21,359.205,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,21.87,45.927,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Health and beauty,20.97,110.0925,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,25.84,81.396,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,50.93,427.812,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Health and beauty,96.11,100.9155,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Home and lifestyle,45.38,190.596,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Health and beauty,81.51,85.5855,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,57.22,120.162,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Electronic accessories,25.22,185.367,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,38.6,121.59,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,84.05,264.7575,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,97.21,1020.705,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,25.42,213.528,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Fashion accessories,16.28,17.094,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,40.61,383.7645,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Health and beauty,53.17,390.7995,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,20.87,65.7405,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,67.27,353.1675,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Home and lifestyle,90.65,951.825,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,69.08,145.068,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,43.27,90.867,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Electronic accessories,23.46,147.798,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,95.54,702.219,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,47.44,49.812,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Sports and travel,99.24,937.818,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,82.93,348.306,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,33.99,214.137,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Food and beverages,17.04,71.568,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,40.86,343.224,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Food and beverages,17.44,91.56,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,88.43,742.812,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Home and lifestyle,89.21,843.0345,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Fashion accessories,12.78,13.419,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Sports and travel,19.1,140.385,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,19.15,20.1075,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Food and beverages,27.66,290.43,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Fashion accessories,45.74,144.081,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,27.07,28.4235,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,39.12,41.076,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Electronic accessories,74.71,470.673,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,22.01,138.663,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,63.61,333.9525,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,25,26.25,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,20.77,87.234,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,29.56,155.19,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,77.4,731.43,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,79.39,833.595,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Electronic accessories,46.57,488.985,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,35.89,37.6845,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,40.52,212.73,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,73.05,767.025,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,73.95,310.59,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,22.62,23.751,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,51.34,269.535,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Sports and travel,54.55,572.775,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Health and beauty,37.15,273.0525,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,37.02,233.226,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,21.58,22.659,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Electronic accessories,98.84,103.782,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,83.77,527.751,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,40.05,168.21,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Fashion accessories,43.13,452.865,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,72.57,609.588,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Electronic accessories,64.44,338.31,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,65.18,205.317,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Sports and travel,33.26,174.615,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Electronic accessories,84.07,353.094,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,34.37,360.885,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Electronic accessories,38.6,40.53,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,65.97,554.148,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,32.8,344.4,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,37.14,194.985,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Home and lifestyle,60.38,633.99,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Sports and travel,36.98,388.29,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,49.49,207.858,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,41.09,431.445,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Fashion accessories,37.15,156.03,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Home and lifestyle,22.96,24.108,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Home and lifestyle,77.68,734.076,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,34.7,72.87,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Fashion accessories,19.66,206.43,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Health and beauty,25.32,212.688,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,12.12,127.26,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,99.89,209.769,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,75.92,637.728,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,63.22,132.762,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,90.24,568.512,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,98.13,103.0365,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,51.52,432.768,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,73.97,77.6685,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
